id,labnr,bp,std,cal_bp,cal_std,delta_c13,source_database,lab_name,material,species,feature,feature_type,site,country,lat,lng,site_type,periods,typochronological_units,ecochronological_units,reference
66813,nd-35,2790,100,,,0,"","",,,,open air,Tarfaya km 34,MA,27.86,-12.49,open air,"[{""periode"": ""Protohistoric""}]","[{""typochronological_unit"": ""Protohistoric""}]","[{""ecochronological_unit"": ""Protohistoric""}]","[{""reference"": ""Christoph Database""}, {""reference"": ""CalPal2022""}]"
66814,Mc-670,3290,70,,,0,"","",,,,,Tarfaya Letan,MA,27.97,-12.82,,[],[],[],"[{""reference"": ""EUROEVOL (CalPal)""}, {""reference"": ""CalPal2022""}]"
66815,Hv-7055,6295,180,,,0,"","",,,,,Tarhazoute,MA,30.55,-9.71,,[],[],[],"[{""reference"": ""EUROEVOL (CalPal)""}, {""reference"": ""CalPal2022""}]"
66816,Rabat-115,7185,169,,,0,"","",,,,,Tiddas,MA,33.57,-6.27,,[],[],[],"[{""reference"": ""EUROEVOL (CalPal)""}, {""reference"": ""CalPal2022""}]"
66817,Hv-7625,4375,145,,,0,"","",,,,,Tigguit,MA,30.68,-6.35,,[],[],[],"[{""reference"": ""EUROEVOL (CalPal)""}, {""reference"": ""CalPal2022""}]"
66818,Ly-708,6800,190,,,0,"","",,,,,Tintan,MA,20.88,-16.68,,[],[],[],"[{""reference"": ""EUROEVOL (CalPal)""}, {""reference"": ""CalPal2022""}]"
66819,Gif-2493,2810,110,,,0,"","",,,,,Tintan chasseurs,MA,20.88,-16.68,,[],[],[],"[{""reference"": ""EUROEVOL (CalPal)""}, {""reference"": ""CalPal2022""}]"
66820,84Gif-,5520,100,,,0,"","",,,,,Tintan necropole,MA,20.88,-16.68,,[],[],[],"[{""reference"": ""EUROEVOL (CalPal)""}, {""reference"": ""CalPal2022""}]"
66821,Gif-1761,2470,100,,,0,"","",,,,,Tintan necropole,MA,20.88,-16.68,,[],[],[],"[{""reference"": ""EUROEVOL (CalPal)""}, {""reference"": ""CalPal2022""}]"
66822,Gif-1884,2460,100,,,0,"","",,,,,Tintan necropole,MA,20.88,-16.68,,[],[],[],"[{""reference"": ""EUROEVOL (CalPal)""}, {""reference"": ""CalPal2022""}]"
66823,Gif-2484,3240,100,,,0,"","",,,,,Tintan necropole,MA,20.88,-16.68,,[],[],[],"[{""reference"": ""EUROEVOL (CalPal)""}, {""reference"": ""CalPal2022""}]"
66824,Gif-2485,3930,80,,,0,"","",,,,,Tintan necropole,MA,20.88,-16.68,,[],[],[],"[{""reference"": ""EUROEVOL (CalPal)""}, {""reference"": ""CalPal2022""}]"
66825,Gif-2505,6070,130,,,0,"","",,,,,Tintan necropole,MA,20.88,-16.68,,[],[],[],"[{""reference"": ""EUROEVOL (CalPal)""}, {""reference"": ""CalPal2022""}]"
66826,Ly-459,3930,120,,,0,"","",,,,,Tintan necropole,MA,20.88,-16.68,,[],[],[],"[{""reference"": ""EUROEVOL (CalPal)""}, {""reference"": ""CalPal2022""}]"
66827,Ly-460,3530,130,,,0,"","",,,,,Tintan necropole,MA,20.88,-16.68,,[],[],[],"[{""reference"": ""EUROEVOL (CalPal)""}, {""reference"": ""CalPal2022""}]"
66828,Ly-503,4270,100,,,0,"","",,,,,Tintan necropole,MA,20.88,-16.68,,[],[],[],"[{""reference"": ""EUROEVOL (CalPal)""}, {""reference"": ""CalPal2022""}]"
66829,Ly-505,2860,170,,,0,"","",,,,,Tintan necropole,MA,20.88,-16.68,,[],[],[],"[{""reference"": ""EUROEVOL (CalPal)""}, {""reference"": ""CalPal2022""}]"
66830,ORSAY-100,5670,300,,,0,"","",,,,,Tintan necropole,MA,20.88,-16.68,,[],[],[],"[{""reference"": ""EUROEVOL (CalPal)""}, {""reference"": ""CalPal2022""}]"
66831,ORSAY-101,4600,200,,,0,"","",,,,,Tintan necropole,MA,20.88,-16.68,,[],[],[],"[{""reference"": ""EUROEVOL (CalPal)""}, {""reference"": ""CalPal2022""}]"
66832,ORSAY-102,4570,140,,,0,"","",,,,,Tintan necropole,MA,20.88,-16.68,,[],[],[],"[{""reference"": ""EUROEVOL (CalPal)""}, {""reference"": ""CalPal2022""}]"
66833,ORSAY-85,5670,300,,,0,"","",,,,,Tintan necropole,MA,20.88,-16.68,,[],[],[],"[{""reference"": ""EUROEVOL (CalPal)""}, {""reference"": ""CalPal2022""}]"
66834,ORSAY-86,5320,150,,,0,"","",,,,,Tintan necropole,MA,20.88,-16.68,,[],[],[],"[{""reference"": ""EUROEVOL (CalPal)""}, {""reference"": ""CalPal2022""}]"
66835,ORSAY-87,5020,160,,,0,"","",,,,,Tintan necropole,MA,20.88,-16.68,,[],[],[],"[{""reference"": ""EUROEVOL (CalPal)""}, {""reference"": ""CalPal2022""}]"
66836,ORSAY-88,4860,160,,,0,"","",,,,,Tintan necropole,MA,20.88,-16.68,,[],[],[],"[{""reference"": ""EUROEVOL (CalPal)""}, {""reference"": ""CalPal2022""}]"
66837,ORSAY-89,4600,200,,,0,"","",,,,,Tintan necropole,MA,20.88,-16.68,,[],[],[],"[{""reference"": ""EUROEVOL (CalPal)""}, {""reference"": ""CalPal2022""}]"
66838,ORSAY-90,4570,140,,,0,"","",,,,,Tintan necropole,MA,20.88,-16.68,,[],[],[],"[{""reference"": ""EUROEVOL (CalPal)""}, {""reference"": ""CalPal2022""}]"
66839,ORSAY-91,4445,160,,,0,"","",,,,,Tintan necropole,MA,20.88,-16.68,,[],[],[],"[{""reference"": ""EUROEVOL (CalPal)""}, {""reference"": ""CalPal2022""}]"
66840,ORSAY-92,3970,200,,,0,"","",,,,,Tintan necropole,MA,20.88,-16.68,,[],[],[],"[{""reference"": ""EUROEVOL (CalPal)""}, {""reference"": ""CalPal2022""}]"
66841,ORSAY-93,3960,100,,,0,"","",,,,,Tintan necropole,MA,20.88,-16.68,,[],[],[],"[{""reference"": ""EUROEVOL (CalPal)""}, {""reference"": ""CalPal2022""}]"
66842,ORSAY-94,3850,100,,,0,"","",,,,,Tintan necropole,MA,20.88,-16.68,,[],[],[],"[{""reference"": ""EUROEVOL (CalPal)""}, {""reference"": ""CalPal2022""}]"
66843,ORSAY-95,3805,80,,,0,"","",,,,,Tintan necropole,MA,20.88,-16.68,,[],[],[],"[{""reference"": ""EUROEVOL (CalPal)""}, {""reference"": ""CalPal2022""}]"
66844,ORSAY-96,3695,80,,,0,"","",,,,,Tintan necropole,MA,20.88,-16.68,,[],[],[],"[{""reference"": ""EUROEVOL (CalPal)""}, {""reference"": ""CalPal2022""}]"
66845,ORSAY-97,3570,160,,,0,"","",,,,,Tintan necropole,MA,20.88,-16.68,,[],[],[],"[{""reference"": ""EUROEVOL (CalPal)""}, {""reference"": ""CalPal2022""}]"
66846,ORSAY-99,5520,100,,,0,"","",,,,,Tintan necropole,MA,20.88,-16.68,,[],[],[],"[{""reference"": ""EUROEVOL (CalPal)""}, {""reference"": ""CalPal2022""}]"
66847,CSIC554-a,1070,50,,,0,"","",,,,,Villaverde Cave,MA,28.63,-13.9,,[],[],[],"[{""reference"": ""EUROEVOL (CalPal)""}, {""reference"": ""CalPal2022""}]"
66848,CSIC554-b,1260,50,,,0,"","",,,,,Villaverde Cave,MA,28.63,-13.9,,[],[],[],"[{""reference"": ""EUROEVOL (CalPal)""}, {""reference"": ""CalPal2022""}]"
66849,CSIC-556,1730,50,,,0,"","",,,,,Villaverde Cave,MA,28.63,-13.9,,[],[],[],"[{""reference"": ""EUROEVOL (CalPal)""}, {""reference"": ""CalPal2022""}]"
67992,MC-835,6000,100,,,0,"","",charcoal,,,open air,DEK,MA,36.03,9.43,open air,"[{""periode"": ""Neolithic""}]","[{""typochronological_unit"": ""Neolithic""}]","[{""ecochronological_unit"": ""Neolithic""}]","[{""reference"": ""Christoph Database""}, {""reference"": ""CalPal2022""}]"
68059,Beta-290413,6760,40,,,-23.2,"","",seed,Fabaceae,,open air,SHM-1,MA,35.97,10.51,open air,"[{""periode"": ""Epipalaeolithic""}, {""periode"": ""Capsian""}]","[{""typochronological_unit"": ""Epipalaeolithic""}, {""typochronological_unit"": ""Capsian""}]","[{""ecochronological_unit"": ""Epipalaeolithic""}, {""ecochronological_unit"": ""Capsian""}]","[{""reference"": ""Christoph Database""}, {""reference"": ""CalPal2022""}]"
68060,ENEA-866,6840,30,,,0.4,"","",marine shell,Cerastoderma glaucum,,open air,SHM-1,MA,35.97,10.51,open air,"[{""periode"": ""Epipalaeolithic""}, {""periode"": ""Capsian""}]","[{""typochronological_unit"": ""Epipalaeolithic""}, {""typochronological_unit"": ""Capsian""}]","[{""ecochronological_unit"": ""Epipalaeolithic""}, {""ecochronological_unit"": ""Capsian""}]","[{""reference"": ""Christoph Database""}, {""reference"": ""CalPal2022""}]"
68061,Pa-2470,7175,45,,,-1.3,"","",marine shell,Cerastoderma glaucum,,open air,SHM-1,MA,35.97,10.51,open air,"[{""periode"": ""Epipalaeolithic""}, {""periode"": ""Capsian""}]","[{""typochronological_unit"": ""Epipalaeolithic""}, {""typochronological_unit"": ""Capsian""}]","[{""ecochronological_unit"": ""Epipalaeolithic""}, {""ecochronological_unit"": ""Capsian""}]","[{""reference"": ""Christoph Database""}, {""reference"": ""CalPal2022""}]"
68062,Pa-2471,7595,80,,,-1.5,"","",marine shell,Cerastoderma glaucum,,open air,SHM-1,MA,35.97,10.51,open air,"[{""periode"": ""Epipalaeolithic""}, {""periode"": ""Capsian""}]","[{""typochronological_unit"": ""Epipalaeolithic""}, {""typochronological_unit"": ""Capsian""}]","[{""ecochronological_unit"": ""Epipalaeolithic""}, {""ecochronological_unit"": ""Capsian""}]","[{""reference"": ""Christoph Database""}, {""reference"": ""CalPal2022""}]"
138777,ALG-40,7760,190,,,,"","",shell (marine),,,,Chemin de Kristel,MA,35.83,0,,"[{""periode"": ""Early Neolithic, Mediterranean Neolithic""}]","[{""typochronological_unit"": ""Early Neolithic, Mediterranean Neolithic""}]","[{""ecochronological_unit"": ""Early Neolithic, Mediterranean Neolithic""}]","[{""reference"": ""CalPal, Linstadter.2008Transit, BenMoussa.2008Ramma, DaugasEldrissi.2008DonDoc, DaugasELIdrissi.2008Marru, LubellSheppard.1991Maghreb, PosnanskyMcIntosh.1976NewRadDa, Camps.1974TablChron2, CampsDelibrias.1973ChroCiv, RahmouniRoussillot.1972AlgiersII, Goetz.1967StatBou""}, {""reference"": ""MedAfriCarbon""}]"
139747,KIA-31006,3755,35,,,,"","",charcoal,,Hearth,,Bouchih 1 (Moulouya),MA,34.9474,-2.5376,,"[{""periode"": ""Neolithic""}]","[{""typochronological_unit"": ""Neolithic""}]","[{""ecochronological_unit"": ""Neolithic""}]","[{""reference"": ""LinstadterAschrafi.2012Fluss, IbouhoutenZielhofer.2010ArchAlluv""}, {""reference"": ""MedAfriCarbon""}]"
139748,Beta-295772,5590,40,,,,"","",grain,,Unit E,cave,Ifri Oudadane,MA,35.2151,-3.2542,cave,"[{""periode"": ""Early Neolithic C""}]","[{""typochronological_unit"": ""Early Neolithic C""}]","[{""ecochronological_unit"": ""Early Neolithic C""}]","[{""reference"": ""CalPal, Martinez-SanchezVera-Rodriguez.2018TheMid, LinstadterBroich.2016Defin, LinstadterWagner.2013IfriP, MoralePerez.2013OrAgriNWA, LinstadterKehl.2012Sedim""}, {""reference"": ""MedAfriCarbon""}]"
139749,Beta-295773,5980,40,,,,"","",grain,,Unit D,cave,Ifri Oudadane,MA,35.2151,-3.2542,cave,"[{""periode"": ""Early Neolithic B2""}]","[{""typochronological_unit"": ""Early Neolithic B2""}]","[{""ecochronological_unit"": ""Early Neolithic B2""}]","[{""reference"": ""CalPal, Martinez-SanchezVera-Rodriguez.2018TheMid, LinstadterBroich.2016Defin, LinstadterWagner.2013IfriP, MoralePerez.2013OrAgriNWA, LinstadterKehl.2012Sedim""}, {""reference"": ""MedAfriCarbon""}]"
139750,Beta-295774,5980,40,,,,"","",grain,,Unit D,cave,Ifri Oudadane,MA,35.2151,-3.2542,cave,"[{""periode"": ""Early Neolithic B2""}]","[{""typochronological_unit"": ""Early Neolithic B2""}]","[{""ecochronological_unit"": ""Early Neolithic B2""}]","[{""reference"": ""CalPal, Martinez-SanchezVera-Rodriguez.2018TheMid, LinstadterBroich.2016Defin, LinstadterWagner.2013IfriP, MoralePerez.2013OrAgriNWA, LinstadterKehl.2012Sedim""}, {""reference"": ""MedAfriCarbon""}]"
139751,Beta-295775,5910,40,,,,"","",grain,,Unit D,cave,Ifri Oudadane,MA,35.2151,-3.2542,cave,"[{""periode"": ""Early Neolithic B2""}]","[{""typochronological_unit"": ""Early Neolithic B2""}]","[{""ecochronological_unit"": ""Early Neolithic B2""}]","[{""reference"": ""CalPal, Martinez-SanchezVera-Rodriguez.2018TheMid, LinstadterBroich.2016Defin, LinstadterWagner.2013IfriP, MoralePerez.2013OrAgriNWA, LinstadterKehl.2012Sedim""}, {""reference"": ""MedAfriCarbon""}]"
139752,Beta-295776,5900,40,,,,"","",grain,,Unit D,cave,Ifri Oudadane,MA,35.2151,-3.2542,cave,"[{""periode"": ""Early Neolithic B2""}]","[{""typochronological_unit"": ""Early Neolithic B2""}]","[{""ecochronological_unit"": ""Early Neolithic B2""}]","[{""reference"": ""CalPal, Martinez-SanchezVera-Rodriguez.2018TheMid, LinstadterBroich.2016Defin, LinstadterWagner.2013IfriP, MoralePerez.2013OrAgriNWA, LinstadterKehl.2012Sedim""}, {""reference"": ""MedAfriCarbon""}]"
139753,Beta-295777,5670,40,,,,"","",grain,,Unit E (or D),cave,Ifri Oudadane,MA,35.2151,-3.2542,cave,"[{""periode"": ""Early Neolithic B, Early Neolithic C""}]","[{""typochronological_unit"": ""Early Neolithic B, Early Neolithic C""}]","[{""ecochronological_unit"": ""Early Neolithic B, Early Neolithic C""}]","[{""reference"": ""CalPal, Martinez-SanchezVera-Rodriguez.2018TheMid, LinstadterBroich.2016Defin, LinstadterWagner.2013IfriP, MoralePerez.2013OrAgriNWA, LinstadterKehl.2012Sedim""}, {""reference"": ""MedAfriCarbon""}]"
139754,Beta-295778,5930,40,,,,"","",pulse,,Unit D,cave,Ifri Oudadane,MA,35.2151,-3.2542,cave,"[{""periode"": ""Early Neolithic B2""}]","[{""typochronological_unit"": ""Early Neolithic B2""}]","[{""ecochronological_unit"": ""Early Neolithic B2""}]","[{""reference"": ""CalPal, Martinez-SanchezVera-Rodriguez.2018TheMid, LinstadterBroich.2016Defin, LinstadterWagner.2013IfriP, MoralePerez.2013OrAgriNWA, LinstadterKehl.2012Sedim""}, {""reference"": ""MedAfriCarbon""}]"
139755,Beta-295779,6740,50,,,,"","",pulse,,Unit C,cave,Ifri Oudadane,MA,35.2151,-3.2542,cave,"[{""periode"": ""Early Neolithic A""}]","[{""typochronological_unit"": ""Early Neolithic A""}]","[{""ecochronological_unit"": ""Early Neolithic A""}]","[{""reference"": ""CalPal, LinstadterBroich.2016Defin, LinstadterWagner.2013IfriP, MoralePerez.2013OrAgriNWA, LinstadterKehl.2012Sedim""}, {""reference"": ""MedAfriCarbon""}]"
139756,Beta-313467,7150,40,,,,"","",seeds,,Unit B,cave,Ifri Oudadane,MA,35.2151,-3.2542,cave,"[{""periode"": ""Epipalaeolithic""}]","[{""typochronological_unit"": ""Epipalaeolithic""}]","[{""ecochronological_unit"": ""Epipalaeolithic""}]","[{""reference"": ""CalPal, LinstadterBroich.2016Defin, LinstadterWagner.2013IfriP, MoralePerez.2013OrAgriNWA""}, {""reference"": ""MedAfriCarbon""}]"
139757,Beta-313468,8080,40,,,,"","",seeds,,Unit B,cave,Ifri Oudadane,MA,35.2151,-3.2542,cave,"[{""periode"": ""Epipalaeolithic""}]","[{""typochronological_unit"": ""Epipalaeolithic""}]","[{""ecochronological_unit"": ""Epipalaeolithic""}]","[{""reference"": ""CalPal, LinstadterBroich.2016Defin, LinstadterWagner.2013IfriP, MoralePerez.2013OrAgriNWA""}, {""reference"": ""MedAfriCarbon""}]"
139758,Beta-313469,7990,40,,,,"","",charcoal,,,cave,Ifri Oudadane,MA,35.2151,-3.2542,cave,"[{""periode"": ""Epipalaeolithic""}]","[{""typochronological_unit"": ""Epipalaeolithic""}]","[{""ecochronological_unit"": ""Epipalaeolithic""}]","[{""reference"": ""LinstadterBroich.2016Defin""}, {""reference"": ""MedAfriCarbon""}]"
139759,Beta-316137,6780,40,,,,"","",seeds,,Unit B,cave,Ifri Oudadane,MA,35.2151,-3.2542,cave,"[{""periode"": ""Epipalaeolithic""}]","[{""typochronological_unit"": ""Epipalaeolithic""}]","[{""ecochronological_unit"": ""Epipalaeolithic""}]","[{""reference"": ""CalPal, LinstadterBroich.2016Defin, LinstadterWagner.2013IfriP, MoralePerez.2013OrAgriNWA""}, {""reference"": ""MedAfriCarbon""}]"
139760,Beta-318608,6140,30,,,,"","",grain,,Unit C,cave,Ifri Oudadane,MA,35.2151,-3.2542,cave,"[{""periode"": ""Early Neolithic A""}]","[{""typochronological_unit"": ""Early Neolithic A""}]","[{""ecochronological_unit"": ""Early Neolithic A""}]","[{""reference"": ""CalPal, LinstadterBroich.2016Defin, LinstadterWagner.2013IfriP, MoralePerez.2013OrAgriNWA""}, {""reference"": ""MedAfriCarbon""}]"
139761,Erl-12418,9496,183,,,-23.9,"","",bone (animal),,"position 351, Q19/12",cave,Ifri Oudadane,MA,35.2151,-3.2542,cave,"[{""periode"": ""Mediterranean Epipalaeolithic""}]","[{""typochronological_unit"": ""Mediterranean Epipalaeolithic""}]","[{""ecochronological_unit"": ""Mediterranean Epipalaeolithic""}]","[{""reference"": ""CalPal, LinstadterBroich.2016Defin, LinstadterWagner.2013IfriP, LinstadterKehl.2012Sedim, LinstadterEiwanger.2012Human, LinstadterMedved.2012Alboran, Linstadter.2011EpiNeotran, Linstadter.2010RecRec""}, {""reference"": ""MedAfriCarbon""}]"
139762,Erl-9988,6175,50,,,-23.9,"","",charcoal,,Unit D,cave,Ifri Oudadane,MA,35.2151,-3.2542,cave,"[{""periode"": ""Early Neolithic B1""}]","[{""typochronological_unit"": ""Early Neolithic B1""}]","[{""ecochronological_unit"": ""Early Neolithic B1""}]","[{""reference"": ""CalPal, LinstadterBroich.2016Defin, LinstadterWagner.2013IfriP, BalloucheOuchaou.2012Neol, LinstadterKehl.2012Sedim, LinstadterMedved.2012Alboran, Linstadter.2011EpiNeotran, Linstadter.2010RecRec, Linstadter.2008Transit""}, {""reference"": ""MedAfriCarbon""}]"
139763,KIA-39297,6155,33,,,,"","",charcoal,,Unit D,cave,Ifri Oudadane,MA,35.2151,-3.2542,cave,"[{""periode"": ""Early Neolithic B1""}]","[{""typochronological_unit"": ""Early Neolithic B1""}]","[{""ecochronological_unit"": ""Early Neolithic B1""}]","[{""reference"": ""CalPal, LinstadterBroich.2016Defin, LinstadterWagner.2013IfriP, BalloucheOuchaou.2012Neol, LinstadterKehl.2012Sedim, LinstadterMedved.2012Alboran, Linstadter.2011EpiNeotran, Linstadter.2010RecRec""}, {""reference"": ""MedAfriCarbon""}]"
139764,KIA-39299,6400,90,,,,"","",charcoal,,Unit C,cave,Ifri Oudadane,MA,35.2151,-3.2542,cave,"[{""periode"": ""Early Neolithic A""}]","[{""typochronological_unit"": ""Early Neolithic A""}]","[{""ecochronological_unit"": ""Early Neolithic A""}]","[{""reference"": ""CalPal, LinstadterBroich.2016Defin, LinstadterWagner.2013IfriP, BalloucheOuchaou.2012Neol, LinstadterKehl.2012Sedim, LinstadterMedved.2012Alboran, Linstadter.2011EpiNeotran, Linstadter.2010RecRec""}, {""reference"": ""MedAfriCarbon""}]"
139765,KIA-39299-2,6615,30,,,-21.6,"","",humic acids,,Unit C,cave,Ifri Oudadane,MA,35.2151,-3.2542,cave,"[{""periode"": ""Early Neolithic A""}]","[{""typochronological_unit"": ""Early Neolithic A""}]","[{""ecochronological_unit"": ""Early Neolithic A""}]","[{""reference"": ""CalPal, LinstadterBroich.2016Defin, LinstadterMedved.2012Alboran""}, {""reference"": ""MedAfriCarbon""}]"
139766,Erl-9989,6053,50,,,-23.8,"","",charcoal,,Unit D,cave,Ifri Oudadane,MA,35.2151,-3.2542,cave,"[{""periode"": ""Early Neolithic B1""}]","[{""typochronological_unit"": ""Early Neolithic B1""}]","[{""ecochronological_unit"": ""Early Neolithic B1""}]","[{""reference"": ""CalPal, LinstadterBroich.2016Defin, LinstadterWagner.2013IfriP, BalloucheOuchaou.2012Neol, LinstadterKehl.2012Sedim, LinstadterMedved.2012Alboran, Linstadter.2011EpiNeotran, Linstadter.2010RecRec, Linstadter.2008Transit""}, {""reference"": ""MedAfriCarbon""}]"
139767,Erl-9987,5756,49,,,,"","",charcoal,,Unit E,cave,Ifri Oudadane,MA,35.2151,-3.2542,cave,"[{""periode"": ""Early Neolithic C""}]","[{""typochronological_unit"": ""Early Neolithic C""}]","[{""ecochronological_unit"": ""Early Neolithic C""}]","[{""reference"": ""LinstadterBroich.2016Defin, LinstadterWagner.2013IfriP, BalloucheOuchaou.2012Neol, LinstadterKehl.2012Sedim, LinstadterMedved.2012Alboran, Linstadter.2011EpiNeotran, Linstadter.2010RecRec, Linstadter.2008Transit""}, {""reference"": ""MedAfriCarbon""}]"
139768,KIA-39298,6085,25,,,,"","",charcoal,,Unit D,cave,Ifri Oudadane,MA,35.2151,-3.2542,cave,"[{""periode"": ""Early Neolithic B1""}]","[{""typochronological_unit"": ""Early Neolithic B1""}]","[{""ecochronological_unit"": ""Early Neolithic B1""}]","[{""reference"": ""CalPal, LinstadterBroich.2016Defin, LinstadterWagner.2013IfriP, BalloucheOuchaou.2012Neol, LinstadterKehl.2012Sedim, LinstadterMedved.2012Alboran, Linstadter.2011EpiNeotran, Linstadter.2010RecRec""}, {""reference"": ""MedAfriCarbon""}]"
139769,Erl-12419,7451,56,,,-17,"","",bone (animal),,"position 381, Q20/10",cave,Ifri Oudadane,MA,35.2151,-3.2542,cave,"[{""periode"": ""Mediterranean Epipalaeolithic""}]","[{""typochronological_unit"": ""Mediterranean Epipalaeolithic""}]","[{""ecochronological_unit"": ""Mediterranean Epipalaeolithic""}]","[{""reference"": ""CalPal, LinstadterBroich.2016Defin, LinstadterWagner.2013IfriP, LinstadterKehl.2012Sedim, LinstadterEiwanger.2012Human, LinstadterMedved.2012Alboran, Linstadter.2011EpiNeotran, Linstadter.2010RecRec""}, {""reference"": ""MedAfriCarbon""}]"
139770,Oxa-23528,6136,34,,,,"","",bone (animal),,Unit D,cave,Ifri Oudadane,MA,35.2151,-3.2542,cave,"[{""periode"": ""Early Neolithic B1""}]","[{""typochronological_unit"": ""Early Neolithic B1""}]","[{""ecochronological_unit"": ""Early Neolithic B1""}]","[{""reference"": ""LinstadterBroich.2016Defin, LinstadterWagner.2013IfriP, LinstadterKehl.2012Sedim""}, {""reference"": ""MedAfriCarbon""}]"
139771,KIA-39296,5000,30,,,,"","",charcoal,,Unit E,cave,Ifri Oudadane,MA,35.2151,-3.2542,cave,"[{""periode"": ""Late Neolithic""}]","[{""typochronological_unit"": ""Late Neolithic""}]","[{""ecochronological_unit"": ""Late Neolithic""}]","[{""reference"": ""CalPal, LinstadterBroich.2016Defin, LinstadterWagner.2013IfriP, LinstadterKehl.2012Sedim, Linstadter.2011EpiNeotran""}, {""reference"": ""MedAfriCarbon""}]"
