"ID","Date_ID","BibTexKey","ContentType"
4691,"ETH-0228","BonaniHaas.2001RdoO","D"
4694,"ETH-0229","CalPal","D"
4695,"ETH-0229","EgyRadDat","D"
4696,"ETH-0229","DeeRowland.2012Synch","D"
4697,"ETH-0229","BonaniHaas.2001RdoO","D"
4700,"ETH-0230","CalPal","D"
4701,"ETH-0230","EgyRadDat","D"
4702,"ETH-0230","DeeRowland.2012Synch","D"
4703,"ETH-0230","BonaniHaas.2001RdoO","D"
4706,"ETH-0231","CalPal","D"
4707,"ETH-0231","EgyRadDat","D"
4708,"ETH-0231","DeeRowland.2012Synch","D"
4709,"ETH-0231","BonaniHaas.2001RdoO","D"
4712,"ETH-0233","CalPal","D"
4713,"ETH-0233","EgyRadDat","D"
4714,"ETH-0233","DeeRowland.2012Synch","D"
4715,"ETH-0233","BonaniHaas.2001RdoO","D"
4718,"ETH-0302","CalPal","D"
4719,"ETH-0302","EgyRadDat","D"
4720,"ETH-0302","DeeRowland.2012Synch","D"
4721,"ETH-0302","BonaniHaas.2001RdoO","D"
4724,"ETH-0303","CalPal","D"
4725,"ETH-0303","EgyRadDat","D"
4726,"ETH-0303","DeeRowland.2012Synch","D"
4727,"ETH-0303","BonaniHaas.2001RdoO","D"
4730,"ETH-0304","CalPal","D"
4731,"ETH-0304","EgyRadDat","D"
4732,"ETH-0304","DeeRowland.2012Synch","D"
4733,"ETH-0304","BonaniHaas.2001RdoO","D"
4736,"ETH-0305","CalPal","D"
4737,"ETH-0305","EgyRadDat","D"
4738,"ETH-0305","DeeRowland.2012Synch","D"
4739,"ETH-0305","BonaniHaas.2001RdoO","D"
4742,"ETH-0306","CalPal","D"
4743,"ETH-0306","EgyRadDat","D"
4744,"ETH-0306","DeeRowland.2012Synch","D"
4745,"ETH-0306","BonaniHaas.2001RdoO","D"
4748,"ETH-0307","CalPal","D"
4749,"ETH-0307","EgyRadDat","D"
4750,"ETH-0307","DeeRowland.2012Synch","D"
4751,"ETH-0307","BonaniHaas.2001RdoO","D"
4754,"ETH-0308","CalPal","D"
4755,"ETH-0308","EgyRadDat","D"
4756,"ETH-0308","DeeRowland.2012Synch","D"
4757,"ETH-0308","BonaniHaas.2001RdoO","D"
4760,"ETH-0309","CalPal","D"
4761,"ETH-0309","EgyRadDat","D"
4762,"ETH-0309","DeeRowland.2012Synch","D"
4763,"ETH-0309","BonaniHaas.2001RdoO","D"
4766,"ETH-0311","CalPal","D"
4767,"ETH-0311","EgyRadDat","D"
4768,"ETH-0311","DeeRowland.2012Synch","D"
4769,"ETH-0311","BonaniHaas.2001RdoO","D"
4772,"ETH-0312","CalPal","D"
4773,"ETH-0312","EgyRadDat","D"
4774,"ETH-0312","DeeRowland.2012Synch","D"
4775,"ETH-0312","BonaniHaas.2001RdoO","D"
4778,"ETH-0313","CalPal","D"
4779,"ETH-0313","EgyRadDat","D"
4780,"ETH-0313","DeeRowland.2012Synch","D"
4781,"ETH-0313","BonaniHaas.2001RdoO","D"
4784,"ETH-0314","CalPal","D"
4785,"ETH-0314","EgyRadDat","D"
4786,"ETH-0314","DeeRowland.2012Synch","D"
4787,"ETH-0314","BonaniHaas.2001RdoO","D"
4790,"ETH-0315","CalPal","D"
4791,"ETH-0315","EgyRadDat","D"
4792,"ETH-0315","DeeRowland.2012Synch","D"
4793,"ETH-0315","BonaniHaas.2001RdoO","D"
4796,"ETH-0316","CalPal","D"
4797,"ETH-0316","EgyRadDat","D"
4798,"ETH-0316","DeeRowland.2012Synch","D"
4799,"ETH-0316","BonaniHaas.2001RdoO","D"
4802,"ETH-0317","CalPal","D"
4803,"ETH-0317","EgyRadDat","D"
4804,"ETH-0317","DeeRowland.2012Synch","D"
4805,"ETH-0317","BonaniHaas.2001RdoO","D"
4808,"ETH-0318","CalPal","D"
4809,"ETH-0318","EgyRadDat","D"
4810,"ETH-0318","DeeRowland.2012Synch","D"
4811,"ETH-0318","BonaniHaas.2001RdoO","D"
4814,"ETH-0319","CalPal","D"
4815,"ETH-0319","EgyRadDat","D"
4816,"ETH-0319","DeeRowland.2012Synch","D"
4817,"ETH-0319","BonaniHaas.2001RdoO","D"
4820,"ETH-0320","CalPal","D"
4821,"ETH-0320","EgyRadDat","D"
4822,"ETH-0320","DeeRowland.2012Synch","D"
4823,"ETH-0320","BonaniHaas.2001RdoO","D"
4826,"ETH-0321","CalPal","D"
4827,"ETH-0321","EgyRadDat","D"
4828,"ETH-0321","DeeRowland.2012Synch","D"
4829,"ETH-0321","BonaniHaas.2001RdoO","D"
4832,"ETH-0322","CalPal","D"
4833,"ETH-0322","EgyRadDat","D"
4834,"ETH-0322","DeeRowland.2012Synch","D"
4835,"ETH-0322","BonaniHaas.2001RdoO","D"
4838,"ETH-0323","CalPal","D"
4839,"ETH-0323","EgyRadDat","D"
4840,"ETH-0323","DeeRowland.2012Synch","D"
4841,"ETH-0323","BonaniHaas.2001RdoO","D"
4844,"ETH-0324","CalPal","D"
4845,"ETH-0324","EgyRadDat","D"
4846,"ETH-0324","DeeRowland.2012Synch","D"
4847,"ETH-0324","BonaniHaas.2001RdoO","D"
4850,"ETH-0325","CalPal","D"
4851,"ETH-0325","EgyRadDat","D"
4852,"ETH-0325","DeeRowland.2012Synch","D"
4853,"ETH-0325","BonaniHaas.2001RdoO","D"
4856,"ETH-0326","CalPal","D"
4857,"ETH-0326","EgyRadDat","D"
4858,"ETH-0326","DeeRowland.2012Synch","D"
4859,"ETH-0326","BonaniHaas.2001RdoO","D"
4862,"ETH-0327","CalPal","D"
4863,"ETH-0327","EgyRadDat","D"
4864,"ETH-0327","DeeRowland.2012Synch","D"
4865,"ETH-0327","BonaniHaas.2001RdoO","D"
4868,"ETH-0328","CalPal","D"
4869,"ETH-0328","EgyRadDat","D"
4870,"ETH-0328","DeeRowland.2012Synch","D"
4871,"ETH-0328","BonaniHaas.2001RdoO","D"
4874,"ETH-0329","CalPal","D"
4875,"ETH-0329","EgyRadDat","D"
4876,"ETH-0329","DeeRowland.2012Synch","D"
4877,"ETH-0329","BonaniHaas.2001RdoO","D"
4880,"ETH-0330","CalPal","D"
4881,"ETH-0330","EgyRadDat","D"
4882,"ETH-0330","DeeRowland.2012Synch","D"
4883,"ETH-0330","BonaniHaas.2001RdoO","D"
4886,"ETH-0331","CalPal","D"
4887,"ETH-0331","EgyRadDat","D"
4888,"ETH-0331","DeeRowland.2012Synch","D"
4889,"ETH-0331","BonaniHaas.2001RdoO","D"
4892,"ETH-0332","CalPal","D"
4893,"ETH-0332","EgyRadDat","D"
4894,"ETH-0332","DeeRowland.2012Synch","D"
4895,"ETH-0332","BonaniHaas.2001RdoO","D"
4898,"ETH-0334","CalPal","D"
4899,"ETH-0334","EgyRadDat","D"
4900,"ETH-0334","DeeRowland.2012Synch","D"
4901,"ETH-0334","BonaniHaas.2001RdoO","D"
4904,"ETH-0448","CalPal","D"
4905,"ETH-0448","EgyRadDat","D"
4906,"ETH-0448","DeeRowland.2012Synch","D"
4907,"ETH-0448","BonaniHaas.2001RdoO","D"
4910,"ETH-0449","CalPal","D"
4911,"ETH-0449","EgyRadDat","D"
4912,"ETH-0449","DeeRowland.2012Synch","D"
4913,"ETH-0449","BonaniHaas.2001RdoO","D"
4916,"ETH-0450","CalPal","D"
4917,"ETH-0450","EgyRadDat","D"
4918,"ETH-0450","DeeRowland.2012Synch","D"
4919,"ETH-0450","BonaniHaas.2001RdoO","D"
4922,"ETH-0451","CalPal","D"
4923,"ETH-0451","EgyRadDat","D"
4924,"ETH-0451","DeeRowland.2012Synch","D"
4925,"ETH-0451","BonaniHaas.2001RdoO","D"
4928,"ETH-0453","EgyRadDat","D"
4929,"ETH-0453","DeeRowland.2012Synch","D"
4930,"ETH-0453","BonaniHaas.2001RdoO","D"
4933,"ETH-0454","CalPal","D"
4934,"ETH-0454","EgyRadDat","D"
4935,"ETH-0454","DeeRowland.2012Synch","D"
4936,"ETH-0454","BonaniHaas.2001RdoO","D"
4939,"ETH-0455","CalPal","D"
4940,"ETH-0455","EgyRadDat","D"
4941,"ETH-0455","DeeRowland.2012Synch","D"
4942,"ETH-0455","BonaniHaas.2001RdoO","D"
4945,"ETH-0456","CalPal","D"
4946,"ETH-0456","EgyRadDat","D"
4947,"ETH-0456","DeeRowland.2012Synch","D"
4948,"ETH-0456","BonaniHaas.2001RdoO","D"
4951,"ETH-08011","EgyRadDat","D"
4952,"ETH-08011","StrouhalBonani.2001Chrono","D"
4955,"ETH-08012","EgyRadDat","D"
4956,"ETH-08012","StrouhalBonani.2001Chrono","D"
4959,"ETH-08013","EgyRadDat","D"
4960,"ETH-08013","StrouhalBonani.2001Chrono","D"
4963,"ETH-08014","EgyRadDat","D"
4964,"ETH-08014","StrouhalBonani.2001Chrono","D"
4967,"ETH-09793","EgyRadDat","D"
4968,"ETH-09793","StrouhalBonani.2001Chrono","D"
4971,"ETH-12199","EgyRadDat","D"
4972,"ETH-12199","StrouhalBonani.2001Chrono","D"
4975,"ETH-13541","CalPal","D"
4976,"ETH-13541","EgyRadDat","D"
4977,"ETH-13541","DeeRowland.2012Synch","D"
4978,"ETH-13541","BonaniHaas.2001RdoO","D"
4981,"ETH-13542","CalPal","D"
4982,"ETH-13542","EgyRadDat","D"
4983,"ETH-13542","DeeRowland.2012Synch","D"
4984,"ETH-13542","BonaniHaas.2001RdoO","D"
4987,"ETH-13543","CalPal","D"
4988,"ETH-13543","EgyRadDat","D"
4989,"ETH-13543","DeeRowland.2012Synch","D"
4990,"ETH-13543","BonaniHaas.2001RdoO","D"
4993,"ETH-13605","CalPal","D"
4994,"ETH-13605","EgyRadDat","D"
4995,"ETH-13605","DeeWengrow.2013Absolute","D"
4996,"ETH-13605","DeeRowland.2012Synch","D"
4997,"ETH-13605","BonaniHaas.2001RdoO","D"
5000,"ETH-13608","CalPal","D"
5001,"ETH-13608","EgyRadDat","D"
5002,"ETH-13608","DeeWengrow.2013Absolute","D"
5003,"ETH-13608","DeeRowland.2012Synch","D"
5004,"ETH-13608","BonaniHaas.2001RdoO","D"
5007,"ETH-13610","CalPal","D"
5008,"ETH-13610","EgyRadDat","D"
5009,"ETH-13610","DeeWengrow.2013Absolute","D"
5010,"ETH-13610","DeeRowland.2012Synch","D"
5011,"ETH-13610","BonaniHaas.2001RdoO","D"
5014,"ETH-13612","CalPal","D"
5015,"ETH-13612","EgyRadDat","D"
5016,"ETH-13612","DeeWengrow.2013Absolute","D"
5017,"ETH-13612","DeeRowland.2012Synch","D"
5018,"ETH-13612","BonaniHaas.2001RdoO","D"
5021,"ETH-13620","CalPal","D"
5022,"ETH-13620","EgyRadDat","D"
5023,"ETH-13620","DeeWengrow.2013Absolute","D"
5024,"ETH-13620","DeeRowland.2012Synch","D"
5025,"ETH-13620","BonaniHaas.2001RdoO","D"
5028,"ETH-13626","CalPal","D"
5029,"ETH-13626","EgyRadDat","D"
5030,"ETH-13626","DeeWengrow.2013Absolute","D"
5031,"ETH-13626","DeeRowland.2012Synch","D"
5032,"ETH-13626","BonaniHaas.2001RdoO","D"
5035,"ETH-13627","CalPal","D"
5036,"ETH-13627","EgyRadDat","D"
5037,"ETH-13627","DeeWengrow.2013Absolute","D"
5038,"ETH-13627","DeeRowland.2012Synch","D"
5039,"ETH-13627","BonaniHaas.2001RdoO","D"
5042,"ETH-13629","CalPal","D"
5043,"ETH-13629","EgyRadDat","D"
5044,"ETH-13629","DeeWengrow.2013Absolute","D"
5045,"ETH-13629","DeeRowland.2012Synch","D"
5046,"ETH-13629","BonaniHaas.2001RdoO","D"
5049,"ETH-13632","CalPal","D"
5050,"ETH-13632","EgyRadDat","D"
5051,"ETH-13632","DeeWengrow.2013Absolute","D"
5052,"ETH-13632","DeeRowland.2012Synch","D"
5053,"ETH-13632","BonaniHaas.2001RdoO","D"
5056,"ETH-13638","CalPal","D"
5057,"ETH-13638","EgyRadDat","D"
5058,"ETH-13638","DeeRowland.2012Synch","D"
5059,"ETH-13638","BonaniHaas.2001RdoO","D"
5062,"ETH-13639","CalPal","D"
5063,"ETH-13639","EgyRadDat","D"
5064,"ETH-13639","DeeRowland.2012Synch","D"
5065,"ETH-13639","BonaniHaas.2001RdoO","D"
5068,"ETH-13640","CalPal","D"
5069,"ETH-13640","EgyRadDat","D"
5070,"ETH-13640","DeeRowland.2012Synch","D"
5071,"ETH-13640","BonaniHaas.2001RdoO","D"
5074,"ETH-13646","EgyRadDat","D"
5075,"ETH-13646","DeeRowland.2012Synch","D"
5076,"ETH-13646","BonaniHaas.2001RdoO","D"
5079,"ETH-13647","EgyRadDat","D"
5080,"ETH-13647","DeeRowland.2012Synch","D"
5081,"ETH-13647","BonaniHaas.2001RdoO","D"
5084,"ETH-13648","CalPal","D"
5085,"ETH-13648","EgyRadDat","D"
5086,"ETH-13648","DeeRowland.2012Synch","D"
5087,"ETH-13648","BonaniHaas.2001RdoO","D"
5090,"ETH-13649","CalPal","D"
5091,"ETH-13649","EgyRadDat","D"
5092,"ETH-13649","DeeRowland.2012Synch","D"
5093,"ETH-13649","BonaniHaas.2001RdoO","D"
5096,"ETH-13652","CalPal","D"
5097,"ETH-13652","EgyRadDat","D"
5098,"ETH-13652","DeeRowland.2012Synch","D"
5099,"ETH-13652","BonaniHaas.2001RdoO","D"
5102,"ETH-13653","CalPal","D"
5103,"ETH-13653","EgyRadDat","D"
5104,"ETH-13653","DeeRowland.2012Synch","D"
5105,"ETH-13653","BonaniHaas.2001RdoO","D"
5108,"ETH-13654","CalPal","D"
5109,"ETH-13654","EgyRadDat","D"
5110,"ETH-13654","DeeRowland.2012Synch","D"
5111,"ETH-13654","BonaniHaas.2001RdoO","D"
5114,"ETH-13658","CalPal","D"
5115,"ETH-13658","EgyRadDat","D"
5116,"ETH-13658","DeeRowland.2012Synch","D"
5117,"ETH-13658","BonaniHaas.2001RdoO","D"
5120,"ETH-13659","CalPal","D"
5121,"ETH-13659","EgyRadDat","D"
5122,"ETH-13659","DeeRowland.2012Synch","D"
5123,"ETH-13659","BonaniHaas.2001RdoO","D"
5126,"ETH-13660","CalPal","D"
5127,"ETH-13660","EgyRadDat","D"
5128,"ETH-13660","DeeRowland.2012Synch","D"
5129,"ETH-13660","BonaniHaas.2001RdoO","D"
5132,"ETH-13669","CalPal","D"
5133,"ETH-13669","EgyRadDat","D"
5134,"ETH-13669","DeeRowland.2012Synch","D"
5135,"ETH-13669","BonaniHaas.2001RdoO","D"
5138,"ETH-13672","CalPal","D"
5139,"ETH-13672","EgyRadDat","D"
5140,"ETH-13672","DeeRowland.2012Synch","D"
5141,"ETH-13672","BonaniHaas.2001RdoO","D"
5144,"ETH-13678","CalPal","D"
5145,"ETH-13678","EgyRadDat","D"
5146,"ETH-13678","DeeRowland.2012Synch","D"
5147,"ETH-13678","BonaniHaas.2001RdoO","D"
5150,"ETH-13681","CalPal","D"
5151,"ETH-13681","EgyRadDat","D"
5152,"ETH-13681","DeeRowland.2012Synch","D"
5153,"ETH-13681","BonaniHaas.2001RdoO","D"
5156,"ETH-13682","CalPal","D"
5157,"ETH-13682","EgyRadDat","D"
5158,"ETH-13682","DeeRowland.2012Synch","D"
5159,"ETH-13682","BonaniHaas.2001RdoO","D"
5162,"ETH-13683","CalPal","D"
5163,"ETH-13683","EgyRadDat","D"
5164,"ETH-13683","DeeRowland.2012Synch","D"
5165,"ETH-13683","BonaniHaas.2001RdoO","D"
5168,"ETH-13684","CalPal","D"
5169,"ETH-13684","EgyRadDat","D"
5170,"ETH-13684","DeeRowland.2012Synch","D"
5171,"ETH-13684","BonaniHaas.2001RdoO","D"
5174,"ETH-13685","CalPal","D"
5175,"ETH-13685","EgyRadDat","D"
5176,"ETH-13685","DeeRowland.2012Synch","D"
5177,"ETH-13685","BonaniHaas.2001RdoO","D"
5180,"ETH-13686","CalPal","D"
5181,"ETH-13686","EgyRadDat","D"
5182,"ETH-13686","DeeRowland.2012Synch","D"
5183,"ETH-13686","BonaniHaas.2001RdoO","D"
5186,"ETH-13692","CalPal","D"
5187,"ETH-13692","EgyRadDat","D"
5188,"ETH-13692","DeeRowland.2012Synch","D"
5189,"ETH-13692","BonaniHaas.2001RdoO","D"
5192,"ETH-13693","CalPal","D"
5193,"ETH-13693","EgyRadDat","D"
5194,"ETH-13693","DeeRowland.2012Synch","D"
5195,"ETH-13693","BonaniHaas.2001RdoO","D"
5198,"ETH-13698","CalPal","D"
5199,"ETH-13698","EgyRadDat","D"
5200,"ETH-13698","DeeRowland.2012Synch","D"
5201,"ETH-13698","BonaniHaas.2001RdoO","D"
5204,"ETH-13703","CalPal","D"
5205,"ETH-13703","EgyRadDat","D"
5206,"ETH-13703","DeeRowland.2012Synch","D"
5207,"ETH-13703","BonaniHaas.2001RdoO","D"
5210,"ETH-13703a","EgyRadDat","D"
5211,"ETH-13703a","DeeRowland.2012Synch","D"
5212,"ETH-13703a","BonaniHaas.2001RdoO","D"
5215,"ETH-13703s","EgyRadDat","D"
5216,"ETH-13703s","DeeRowland.2012Synch","D"
5217,"ETH-13703s","BonaniHaas.2001RdoO","D"
5220,"ETH-13704","EgyRadDat","D"
5221,"ETH-13704","DeeRowland.2012Synch","D"
5222,"ETH-13704","BonaniHaas.2001RdoO","D"
5225,"ETH-13706","CalPal","D"
5226,"ETH-13706","EgyRadDat","D"
5227,"ETH-13706","DeeRowland.2012Synch","D"
5228,"ETH-13706","BonaniHaas.2001RdoO","D"
5231,"ETH-13707","CalPal","D"
5232,"ETH-13707","EgyRadDat","D"
5233,"ETH-13707","DeeRowland.2012Synch","D"
5234,"ETH-13707","BonaniHaas.2001RdoO","D"
5237,"ETH-13710","EgyRadDat","D"
5238,"ETH-13710","DeeRowland.2012Synch","D"
5239,"ETH-13710","BonaniHaas.2001RdoO","D"
5242,"ETH-13714","CalPal","D"
5243,"ETH-13714","EgyRadDat","D"
5244,"ETH-13714","DeeRowland.2012Synch","D"
5245,"ETH-13714","BonaniHaas.2001RdoO","D"
5248,"ETH-13715","CalPal","D"
5249,"ETH-13715","EgyRadDat","D"
5250,"ETH-13715","DeeRowland.2012Synch","D"
5251,"ETH-13715","BonaniHaas.2001RdoO","D"
5254,"ETH-13717","CalPal","D"
5255,"ETH-13717","EgyRadDat","D"
5256,"ETH-13717","DeeRowland.2012Synch","D"
5257,"ETH-13717","BonaniHaas.2001RdoO","D"
5260,"ETH-13718","CalPal","D"
5261,"ETH-13718","EgyRadDat","D"
5262,"ETH-13718","DeeRowland.2012Synch","D"
5263,"ETH-13718","BonaniHaas.2001RdoO","D"
5266,"ETH-13719","CalPal","D"
5267,"ETH-13719","EgyRadDat","D"
5268,"ETH-13719","DeeRowland.2012Synch","D"
5269,"ETH-13719","BonaniHaas.2001RdoO","D"
5272,"ETH-13720","CalPal","D"
5273,"ETH-13720","EgyRadDat","D"
5274,"ETH-13720","DeeRowland.2012Synch","D"
5275,"ETH-13720","BonaniHaas.2001RdoO","D"
5278,"ETH-13721","CalPal","D"
5279,"ETH-13721","EgyRadDat","D"
5280,"ETH-13721","DeeRowland.2012Synch","D"
5281,"ETH-13721","BonaniHaas.2001RdoO","D"
5284,"ETH-13722","CalPal","D"
5285,"ETH-13722","EgyRadDat","D"
5286,"ETH-13722","DeeRowland.2012Synch","D"
5287,"ETH-13722","BonaniHaas.2001RdoO","D"
5290,"ETH-13723","CalPal","D"
5291,"ETH-13723","EgyRadDat","D"
5292,"ETH-13723","DeeRowland.2012Synch","D"
5293,"ETH-13723","BonaniHaas.2001RdoO","D"
5296,"ETH-13724","CalPal","D"
5297,"ETH-13724","EgyRadDat","D"
5298,"ETH-13724","DeeRowland.2012Synch","D"
5299,"ETH-13724","BonaniHaas.2001RdoO","D"
5302,"ETH-13725","CalPal","D"
5303,"ETH-13725","EgyRadDat","D"
5304,"ETH-13725","DeeRowland.2012Synch","D"
5305,"ETH-13725","BonaniHaas.2001RdoO","D"
5308,"ETH-13726","CalPal","D"
5309,"ETH-13726","EgyRadDat","D"
5310,"ETH-13726","DeeRowland.2012Synch","D"
5311,"ETH-13726","BonaniHaas.2001RdoO","D"
5314,"ETH-13728","CalPal","D"
5315,"ETH-13728","EgyRadDat","D"
5316,"ETH-13728","DeeRowland.2012Synch","D"
5317,"ETH-13728","BonaniHaas.2001RdoO","D"
5320,"ETH-13729","CalPal","D"
5321,"ETH-13729","EgyRadDat","D"
5322,"ETH-13729","DeeRowland.2012Synch","D"
5323,"ETH-13729","BonaniHaas.2001RdoO","D"
5326,"ETH-13729a","CalPal","D"
5327,"ETH-13729a","EgyRadDat","D"
5328,"ETH-13729a","DeeRowland.2012Synch","D"
5329,"ETH-13729a","BonaniHaas.2001RdoO","D"
5332,"ETH-13729b","CalPal","D"
5333,"ETH-13729b","EgyRadDat","D"
5334,"ETH-13729b","DeeRowland.2012Synch","D"
5335,"ETH-13729b","BonaniHaas.2001RdoO","D"
5338,"ETH-13731","CalPal","D"
5339,"ETH-13731","EgyRadDat","D"
5340,"ETH-13731","DeeRowland.2012Synch","D"
5341,"ETH-13731","BonaniHaas.2001RdoO","D"
5344,"ETH-13732","CalPal","D"
5345,"ETH-13732","EgyRadDat","D"
5346,"ETH-13732","DeeRowland.2012Synch","D"
5347,"ETH-13732","BonaniHaas.2001RdoO","D"
5350,"ETH-13734","CalPal","D"
5351,"ETH-13734","EgyRadDat","D"
5352,"ETH-13734","DeeRowland.2012Synch","D"
5353,"ETH-13734","BonaniHaas.2001RdoO","D"
5356,"ETH-13739","CalPal","D"
5357,"ETH-13739","EgyRadDat","D"
5358,"ETH-13739","DeeRowland.2012Synch","D"
5359,"ETH-13739","BonaniHaas.2001RdoO","D"
5362,"ETH-13741","CalPal","D"
5363,"ETH-13741","EgyRadDat","D"
5364,"ETH-13741","DeeRowland.2012Synch","D"
5365,"ETH-13741","BonaniHaas.2001RdoO","D"
5368,"ETH-13742","CalPal","D"
5369,"ETH-13742","EgyRadDat","D"
5370,"ETH-13742","DeeRowland.2012Synch","D"
5371,"ETH-13742","BonaniHaas.2001RdoO","D"
5374,"ETH-13743","CalPal","D"
5375,"ETH-13743","EgyRadDat","D"
5376,"ETH-13743","DeeRowland.2012Synch","D"
5377,"ETH-13743","BonaniHaas.2001RdoO","D"
5380,"ETH-13744","CalPal","D"
5381,"ETH-13744","EgyRadDat","D"
5382,"ETH-13744","DeeRowland.2012Synch","D"
5383,"ETH-13744","BonaniHaas.2001RdoO","D"
5386,"ETH-13745","CalPal","D"
5387,"ETH-13745","EgyRadDat","D"
5388,"ETH-13745","DeeRowland.2012Synch","D"
5389,"ETH-13745","BonaniHaas.2001RdoO","D"
5392,"ETH-13745a","CalPal","D"
5393,"ETH-13745a","EgyRadDat","D"
5394,"ETH-13745a","DeeRowland.2012Synch","D"
5395,"ETH-13745a","BonaniHaas.2001RdoO","D"
5398,"ETH-13746","CalPal","D"
5399,"ETH-13746","EgyRadDat","D"
5400,"ETH-13746","DeeRowland.2012Synch","D"
5401,"ETH-13746","BonaniHaas.2001RdoO","D"
5404,"ETH-13747","CalPal","D"
5405,"ETH-13747","EgyRadDat","D"
5406,"ETH-13747","DeeRowland.2012Synch","D"
5407,"ETH-13747","BonaniHaas.2001RdoO","D"
5410,"ETH-13750","CalPal","D"
5411,"ETH-13750","EgyRadDat","D"
5412,"ETH-13750","DeeRowland.2012Synch","D"
5413,"ETH-13750","BonaniHaas.2001RdoO","D"
5416,"ETH-13751","CalPal","D"
5417,"ETH-13751","EgyRadDat","D"
5418,"ETH-13751","DeeRowland.2012Synch","D"
5419,"ETH-13751","BonaniHaas.2001RdoO","D"
5422,"ETH-13754","CalPal","D"
5423,"ETH-13754","EgyRadDat","D"
5424,"ETH-13754","DeeRowland.2012Synch","D"
5425,"ETH-13754","BonaniHaas.2001RdoO","D"
5428,"ETH-13756","CalPal","D"
5429,"ETH-13756","EgyRadDat","D"
5430,"ETH-13756","DeeRowland.2012Synch","D"
5431,"ETH-13756","BonaniHaas.2001RdoO","D"
5434,"ETH-13757","CalPal","D"
5435,"ETH-13757","EgyRadDat","D"
5436,"ETH-13757","DeeRowland.2012Synch","D"
5437,"ETH-13757","BonaniHaas.2001RdoO","D"
5440,"ETH-13761","CalPal","D"
5441,"ETH-13761","EgyRadDat","D"
5442,"ETH-13761","DeeRowland.2012Synch","D"
5443,"ETH-13761","BonaniHaas.2001RdoO","D"
5446,"ETH-13762","CalPal","D"
5447,"ETH-13762","EgyRadDat","D"
5448,"ETH-13762","DeeRowland.2012Synch","D"
5449,"ETH-13762","BonaniHaas.2001RdoO","D"
5452,"ETH-13763","CalPal","D"
5453,"ETH-13763","EgyRadDat","D"
5454,"ETH-13763","DeeRowland.2012Synch","D"
5455,"ETH-13763","BonaniHaas.2001RdoO","D"
5458,"ETH-13770","CalPal","D"
5459,"ETH-13770","EgyRadDat","D"
5460,"ETH-13770","DeeRowland.2012Synch","D"
5461,"ETH-13770","BonaniHaas.2001RdoO","D"
5464,"ETH-13771","CalPal","D"
5465,"ETH-13771","EgyRadDat","D"
5466,"ETH-13771","DeeRowland.2012Synch","D"
5467,"ETH-13771","BonaniHaas.2001RdoO","D"
5470,"ETH-13775","CalPal","D"
5471,"ETH-13775","EgyRadDat","D"
5472,"ETH-13775","DeeRowland.2012Synch","D"
5473,"ETH-13775","BonaniHaas.2001RdoO","D"
5476,"ETH-13777","CalPal","D"
5477,"ETH-13777","EgyRadDat","D"
5478,"ETH-13777","DeeRowland.2012Synch","D"
5479,"ETH-13777","BonaniHaas.2001RdoO","D"
5482,"ETH-13778","CalPal","D"
5483,"ETH-13778","EgyRadDat","D"
5484,"ETH-13778","DeeRowland.2012Synch","D"
5485,"ETH-13778","BonaniHaas.2001RdoO","D"
5488,"ETH-13779","CalPal","D"
5489,"ETH-13779","EgyRadDat","D"
5490,"ETH-13779","DeeRowland.2012Synch","D"
5491,"ETH-13779","BonaniHaas.2001RdoO","D"
5494,"ETH-13782","CalPal","D"
5495,"ETH-13782","EgyRadDat","D"
5496,"ETH-13782","DeeRowland.2012Synch","D"
5497,"ETH-13782","BonaniHaas.2001RdoO","D"
5500,"ETH-13783","CalPal","D"
5501,"ETH-13783","EgyRadDat","D"
5502,"ETH-13783","DeeRowland.2012Synch","D"
5503,"ETH-13783","BonaniHaas.2001RdoO","D"
5506,"ETH-13784","CalPal","D"
5507,"ETH-13784","EgyRadDat","D"
5508,"ETH-13784","DeeRowland.2012Synch","D"
5509,"ETH-13784","BonaniHaas.2001RdoO","D"
5512,"ETH-13785","CalPal","D"
5513,"ETH-13785","EgyRadDat","D"
5514,"ETH-13785","DeeRowland.2012Synch","D"
5515,"ETH-13785","BonaniHaas.2001RdoO","D"
5518,"ETH-13787","CalPal","D"
5519,"ETH-13787","EgyRadDat","D"
5520,"ETH-13787","DeeRowland.2012Synch","D"
5521,"ETH-13787","BonaniHaas.2001RdoO","D"
5524,"ETH-13791","CalPal","D"
5525,"ETH-13791","EgyRadDat","D"
5526,"ETH-13791","DeeRowland.2012Synch","D"
5527,"ETH-13791","BonaniHaas.2001RdoO","D"
5530,"ETH-13799","CalPal","D"
5531,"ETH-13799","EgyRadDat","D"
5532,"ETH-13799","DeeRowland.2012Synch","D"
5533,"ETH-13799","BonaniHaas.2001RdoO","D"
5536,"ETH-13800","CalPal","D"
5537,"ETH-13800","EgyRadDat","D"
5538,"ETH-13800","DeeRowland.2012Synch","D"
5539,"ETH-13800","BonaniHaas.2001RdoO","D"
5542,"ETH-13801","CalPal","D"
5543,"ETH-13801","EgyRadDat","D"
5544,"ETH-13801","DeeRowland.2012Synch","D"
5545,"ETH-13801","BonaniHaas.2001RdoO","D"
5548,"ETH-13802","CalPal","D"
5549,"ETH-13802","EgyRadDat","D"
5550,"ETH-13802","DeeRowland.2012Synch","D"
5551,"ETH-13802","BonaniHaas.2001RdoO","D"
