"ID","Date_ID","BibTexKey","ContentType"
2394,"Bln-2333","Pazdur.1983RadDatOrgaS","D"
2395,"Bln-2333","Kozlowski.1983QasrelSagha1980","D"
2396,"Bln-2333","GinterKozlowski.1982ElTaQasr","D"
2399,"Bln-2334","CalPal","D"
2400,"Bln-2334","EgyRadDat","D"
2401,"Bln-2334","PetitMaire.1993URL","D"
2402,"Bln-2334","PhillippsHoldaway.2012MidHol","D"
2403,"Bln-2334","KozlowskiGinter.1993HolCh","D"
2404,"Bln-2334","Close.1988CurResRecIII","D"
2405,"Bln-2334","GinterKozlowski.1986KultPala","D"
2406,"Bln-2334","Hassan.1985NeoPredyn","D"
2407,"Bln-2334","Pazdur.1983RadDatOrgaS","D"
2408,"Bln-2334","Kozlowski.1983QasrelSagha1980","D"
2409,"Bln-2334","GinterKozlowski.1982ElTaQasr","D"
2412,"Gd-708","CalPal","D"
2413,"Gd-708","EgyRadDat","D"
2414,"Gd-708","PetitMaire.1993URL","D"
2415,"Gd-708","KozlowskiGinter.1993HolCh","D"
2416,"Gd-708","GinterKozlowski.1986KultPala","D"
2417,"Gd-708","Hassan.1985NeoPredyn","D"
2418,"Gd-708","Close.1984CurResRecII","D"
2419,"Gd-708","Kozlowski.1983QasrelSagha1980","D"
2420,"Gd-708","PazdurAwsiuk.1982GliVII","D"
2421,"Gd-708","GinterHeflik.1980ExQasr","D"
2424,"Gd-709","CalPal","D"
2425,"Gd-709","PetitMaire.1993URL","D"
2426,"Gd-709","KozlowskiGinter.1993HolCh","D"
2427,"Gd-709","Hassan.1988Predyn","D"
2428,"Gd-709","Close.1984CurResRecII","D"
2429,"Gd-709","Kozlowski.1983QasrelSagha1980","D"
2430,"Gd-709","PazdurAwsiuk.1982GliVII","D"
2433,"Bln-2336","CalPal","D"
2434,"Bln-2336","PetitMaire.1993URL","D"
2435,"Bln-2336","KozlowskiGinter.1993HolCh","D"
2436,"Bln-2336","Hassan.1988Predyn","D"
2437,"Bln-2336","Close.1988CurResRecIII","D"
2438,"Bln-2336","Kozlowski.1983QasrelSagha1980","D"
2441,"Bln-2325","CalPal","D"
2442,"Bln-2325","PetitMaire.1993URL","D"
2443,"Bln-2325","PhillippsHoldaway.2012MidHol","D"
2444,"Bln-2325","KozlowskiGinter.1993HolCh","D"
2445,"Bln-2325","Close.1988CurResRecIII","D"
2446,"Bln-2325","Hassan.1985NeoPredyn","D"
2447,"Bln-2325","Kozlowski.1983QasrelSagha1980","D"
2448,"Bln-2325","GinterKozlowski.1982ElTaQasr","D"
2449,"Bln-2325","GinterHeflik.1980ExQasr","C"
2452,"Gd-693","CalPal","D"
2453,"Gd-693","EgyRadDat","D"
2454,"Gd-693","PetitMaire.1993URL","D"
2455,"Gd-693","PhillippsHoldaway.2012MidHol","D"
2456,"Gd-693","KozlowskiGinter.1993HolCh","D"
2457,"Gd-693","GinterKozlowski.1986KultPala","D"
2458,"Gd-693","Hassan.1985NeoPredyn","D"
2459,"Gd-693","Close.1984CurResRecII","D"
2460,"Gd-693","Pazdur.1983RadDatOrgaS","D"
2461,"Gd-693","Kozlowski.1983QasrelSagha1980","D"
2462,"Gd-693","PazdurAwsiuk.1982GliVII","D"
2463,"Gd-693","GinterKozlowski.1982ElTaQasr","D"
2464,"Gd-693","GinterHeflik.1980ExQasr","D"
2467,"Gd-903","CalPal","D"
2468,"Gd-903","EgyRadDat","D"
2469,"Gd-903","PhillippsHoldaway.2012MidHol","D"
2470,"Gd-903","PazdurPazdur.1994GliwXII","D"
2471,"Gd-903","KozlowskiGinter.1993HolCh","D"
2472,"Gd-903","Close.1988CurResRecIII","D"
2473,"Gd-903","Hassan.1985NeoPredyn","D"
2474,"Gd-903","DagnanGinterGinter.1984ExQasr","D"
2475,"Gd-903","Kozlowski.1983QasrelSagha1980","D"
2478,"Gd-1495","CalPal","D"
2479,"Gd-1495","EgyRadDat","D"
2480,"Gd-1495","PetitMaire.1993URL","D"
2481,"Gd-1495","PhillippsHoldaway.2012MidHol","D"
2482,"Gd-1495","KozlowskiGinter.1993HolCh","D"
2483,"Gd-1495","PazdurPazdur.1994GliwXII","D"
2484,"Gd-1495","Close.1988CurResRecIII","D"
2485,"Gd-1495","vondenDriesch.1986Tierkn","Z"
2486,"Gd-1495","Hassan.1985NeoPredyn","D"
2487,"Gd-1495","DagnanGinterGinter.1984ExQasr","D"
2490,"Gd-895","CalPal","D"
2491,"Gd-895","EgyRadDat","D"
2492,"Gd-895","Jousse.2017AtlasMammal","Z"
2493,"Gd-895","PhillippsHoldaway.2012MidHol","D"
2494,"Gd-895","PazdurPazdur.1994GliwXII","D"
2495,"Gd-895","KozlowskiGinter.1993HolCh","D"
2496,"Gd-895","Close.1988CurResRecIII","D"
2497,"Gd-895","vondenDriesch.1986Tierkn","Z"
2498,"Gd-895","Hassan.1985NeoPredyn","D"
2499,"Gd-895","Pazdur.1983RadDatOrgaS","D"
2500,"Gd-895","Kozlowski.1983QasrelSagha1980","D"
2503,"Gd-915","CalPal","D"
2504,"Gd-915","EgyRadDat","D"
2505,"Gd-915","Jousse.2017AtlasMammal","Z"
2506,"Gd-915","PhillippsHoldaway.2012MidHol","D"
2507,"Gd-915","PazdurPazdur.1994GliwXII","D"
2508,"Gd-915","KozlowskiGinter.1993HolCh","D"
2509,"Gd-915","Close.1988CurResRecIII","D"
2510,"Gd-915","vondenDriesch.1986Tierkn","Z"
2511,"Gd-915","Hassan.1985NeoPredyn","D"
2512,"Gd-915","Pazdur.1983RadDatOrgaS","D"
2513,"Gd-915","Kozlowski.1983QasrelSagha1980","D"
2516,"Gd-977","CalPal","D"
2517,"Gd-977","EgyRadDat","D"
2518,"Gd-977","Jousse.2017AtlasMammal","Z"
2519,"Gd-977","PetitMaire.1993URL","D"
2520,"Gd-977","PhillippsHoldaway.2012MidHol","D"
2521,"Gd-977","PazdurPazdur.1994GliwXII","D"
2522,"Gd-977","KozlowskiGinter.1993HolCh","D"
2523,"Gd-977","Close.1988CurResRecIII","D"
2524,"Gd-977","vondenDriesch.1986Tierkn","Z"
2525,"Gd-977","Hassan.1985NeoPredyn","D"
2526,"Gd-977","DagnanGinterGinter.1984ExQasr","D"
2529,"Gd-879","CalPal","D"
2530,"Gd-879","EgyRadDat","D"
2531,"Gd-879","Close.1988CurResRecIII","D"
2532,"Gd-879","Pazdur.1983RadDatOrgaS","D"
2535,"Gd-904","EgyRadDat","D"
2536,"Gd-904","PazdurPazdur.1994GliwXII","D"
2537,"Gd-904","KozlowskiGinter.1993HolCh","D"
2538,"Gd-904","Close.1988CurResRecIII","D"
2539,"Gd-904","GinterKozlowski.1986KultPala","D"
2540,"Gd-904","Kozlowski.1983QasrelSagha1980","D"
2543,"Gd-1499","CalPal","D"
2544,"Gd-1499","PetitMaire.1993URL","D"
2545,"Gd-1499","PhillippsHoldaway.2012MidHol","D"
2546,"Gd-1499","PazdurPazdur.1994GliwXII","D"
2547,"Gd-1499","KozlowskiGinter.1993HolCh","D"
2548,"Gd-1499","Close.1988CurResRecIII","D"
2549,"Gd-1499","GinterKozlowski.1986KultPala","D"
2550,"Gd-1499","vondenDriesch.1986Tierkn","Z"
2551,"Gd-1499","Hassan.1985NeoPredyn","D"
2552,"Gd-1499","DagnanGinterGinter.1984ExQasr","D"
2555,"Gd-1497","CalPal","D"
2556,"Gd-1497","PetitMaire.1993URL","D"
2557,"Gd-1497","Jousse.2017AtlasMammal","Z"
2558,"Gd-1497","PhillippsHoldaway.2012MidHol","D"
2559,"Gd-1497","PazdurPazdur.1994GliwXII","D"
2560,"Gd-1497","KozlowskiGinter.1993HolCh","D"
2561,"Gd-1497","Close.1988CurResRecIII","D"
2562,"Gd-1497","vondenDriesch.1986Tierkn","Z"
2563,"Gd-1497","Hassan.1985NeoPredyn","D"
2564,"Gd-1497","DagnanGinterGinter.1984ExQasr","D"
2567,"Gd-978","CalPal","D"
2568,"Gd-978","EgyRadDat","D"
2569,"Gd-978","PetitMaire.1993URL","D"
2570,"Gd-978","Jousse.2017AtlasMammal","Z"
2571,"Gd-978","PhillippsHoldaway.2012MidHol","D"
2572,"Gd-978","PazdurPazdur.1994GliwXII","D"
2573,"Gd-978","KozlowskiGinter.1993HolCh","D"
2574,"Gd-978","Close.1988CurResRecIII","D"
2575,"Gd-978","vondenDriesch.1986Tierkn","Z"
2576,"Gd-978","Hassan.1985NeoPredyn","D"
2579,"Gd-2021","CalPal","D"
2580,"Gd-2021","PetitMaire.1993URL","D"
2581,"Gd-2021","PhillippsHoldaway.2012MidHol","D"
2582,"Gd-2021","KozlowskiGinter.1993HolCh","D"
2583,"Gd-2021","Close.1988CurResRecIII","D"
2584,"Gd-2021","GinterKozlowski.1986KultPala","D"
2585,"Gd-2021","vondenDriesch.1986Tierkn","Z"
2586,"Gd-2021","Hassan.1985NeoPredyn","D"
2587,"Gd-2021","PazdurPazdur.1994GliwXII","D"
2588,"Gd-2021","DagnanGinterGinter.1984ExQasr","D"
2591,"Gd-979","CalPal","D"
2592,"Gd-979","PetitMaire.1993URL","D"
2593,"Gd-979","Jousse.2017AtlasMammal","Z"
2594,"Gd-979","PhillippsHoldaway.2012MidHol","D"
2595,"Gd-979","PazdurPazdur.1994GliwXII","D"
2596,"Gd-979","Close.1988CurResRecIII","D"
2597,"Gd-979","vondenDriesch.1986Tierkn","Z"
2598,"Gd-979","Hassan.1985NeoPredyn","D"
2599,"Gd-979","DagnanGinterGinter.1984ExQasr","D"
2602,"Gd-980","CalPal","D"
2603,"Gd-980","PetitMaire.1993URL","D"
2604,"Gd-980","Jousse.2017AtlasMammal","Z"
2605,"Gd-980","PhillippsHoldaway.2012MidHol","D"
2606,"Gd-980","PazdurPazdur.1994GliwXII","D"
2607,"Gd-980","KozlowskiGinter.1993HolCh","D"
2608,"Gd-980","Close.1988CurResRecIII","D"
2609,"Gd-980","vondenDriesch.1986Tierkn","Z"
2610,"Gd-980","Hassan.1985NeoPredyn","D"
2611,"Gd-980","DagnanGinterGinter.1984ExQasr","D"
2614,"UClAMS-34422","PhillippsHoldaway.2012MidHol","D"
2615,"UClAMS-34422","WendrichW.2010Dsss","D"
2618,"UClAMS-33840","PhillippsHoldaway.2012MidHol","D"
2619,"UClAMS-33840","WendrichW.2010Dsss","D"
2622,"UClAMS-22841","PhillippsHoldaway.2012MidHol","D"
2623,"UClAMS-22841","WendrichW.2010Dsss","D"
2626,"UClAMS-45069","PhillippsHoldaway.2012MidHol","D"
2627,"UClAMS-45069","WendrichW.2010Dsss","D"
2630,"UClAMS-45070","WendrichPhillips.2017KomK","D"
2631,"UClAMS-45070","PhillippsHoldaway.2012MidHol","D"
2632,"UClAMS-45070","WendrichW.2010Dsss","D"
2635,"UClAMS-45068","WendrichW.2010Dsss","D"
2638,"UClAMS-45071","PhillippsHoldaway.2012MidHol","D"
2639,"UClAMS-45071","WendrichW.2010Dsss","D"
2642,"UClAMS-45074","WendrichPhillips.2017KomK","D"
2643,"UClAMS-45074","PhillippsHoldaway.2012MidHol","D"
2644,"UClAMS-45074","WendrichW.2010Dsss","D"
2647,"UClAMS-45072","WendrichPhillips.2017KomK","D"
2648,"UClAMS-45072","PhillippsHoldaway.2012MidHol","D"
2649,"UClAMS-45072","WendrichW.2010Dsss","D"
2652,"UClAMS-45073","PhillippsHoldaway.2012MidHol","D"
2653,"UClAMS-45073","WendrichW.2010Dsss","D"
2656,"UClAMS-45075","WendrichPhillips.2017KomK","D"
2657,"UClAMS-45075","PhillippsHoldaway.2012MidHol","D"
2658,"UClAMS-45075","WendrichW.2010Dsss","D"
2661,"UClAMS-45076","WendrichPhillips.2017KomK","D"
2662,"UClAMS-45076","PhillippsHoldaway.2012MidHol","D"
2663,"UClAMS-45076","WendrichW.2010Dsss","D"
2666,"UClAMS-45077","WendrichPhillips.2017KomK","D"
2667,"UClAMS-45077","PhillippsHoldaway.2012MidHol","D"
2668,"UClAMS-45077","WendrichW.2010Dsss","D"
2671,"UClAMS-45078","PhillippsHoldaway.2012MidHol","D"
2672,"UClAMS-45078","WendrichW.2010Dsss","D"
2675,"UClAMS-45080","PhillippsHoldaway.2012MidHol","D"
2676,"UClAMS-45080","WendrichW.2010Dsss","D"
2679,"UClAMS-45079","PhillippsHoldaway.2012MidHol","D"
2680,"UClAMS-45079","WendrichW.2010Dsss","D"
2683,"UClAMS-45081","PhillippsHoldaway.2012MidHol","D"
2684,"UClAMS-45081","WendrichW.2010Dsss","D"
2687,"UClAMS-45082","PhillippsHoldaway.2012MidHol","D"
2688,"UClAMS-45082","WendrichW.2010Dsss","D"
2691,"UClAMS-45083","PhillippsHoldaway.2012MidHol","D"
2692,"UClAMS-45083","WendrichW.2010Dsss","D"
2695,"UClAMS-45084","PhillippsHoldaway.2012MidHol","D"
2696,"UClAMS-45084","WendrichW.2010Dsss","D"
2699,"UClAMS-45085","PhillippsHoldaway.2012MidHol","D"
2700,"UClAMS-45085","WendrichW.2010Dsss","D"
2703,"UClAMS-45086","PhillippsHoldaway.2012MidHol","D"
2704,"UClAMS-45086","WendrichW.2010Dsss","D"
2707,"UClAMS-45088","WendrichPhillips.2017KomK","D"
2708,"UClAMS-45088","PhillippsHoldaway.2012MidHol","D"
2709,"UClAMS-45088","WendrichW.2010Dsss","D"
2712,"UClAMS-33835","PhillippsHoldaway.2012MidHol","D"
2713,"UClAMS-33835","WendrichW.2010Dsss","D"
2716,"UClAMS-33836","PhillippsHoldaway.2012MidHol","D"
2717,"UClAMS-33836","WendrichW.2010Dsss","D"
2720,"UClAMS-33838","PhillippsHoldaway.2012MidHol","D"
2721,"UClAMS-33838","WendrichW.2010Dsss","D"
2724,"UClAMS-33839","PhillippsHoldaway.2012MidHol","D"
2725,"UClAMS-33839","WendrichW.2010Dsss","D"
2728,"UClAMS-57206","PhillippsHoldaway.2012MidHol","D"
2731,"UClAMS-57207","PhillippsHoldaway.2012MidHol","D"
2734,"UClAMS-57208","PhillippsHoldaway.2012MidHol","D"
2737,"UClAMS-57209","PhillippsHoldaway.2012MidHol","D"
2740,"UClAMS-57210","PhillippsHoldaway.2012MidHol","D"
2743,"UClAMS-57211","PhillippsHoldaway.2012MidHol","D"
2746,"UClAMS-57212","PhillippsHoldaway.2012MidHol","D"
2749,"UClAMS-57213","PhillippsHoldaway.2012MidHol","D"
2752,"UClAMS-57214","PhillippsHoldaway.2012MidHol","D"
2755,"UClAMS-57224","PhillippsHoldaway.2012MidHol","D"
2758,"UClAMS-57215","HoldawayWendrich.2017DesFay","D"
2759,"UClAMS-57215","PhillippsHoldaway.2012MidHol","D"
2762,"UClAMS-57216","HoldawayWendrich.2017DesFay","D"
2763,"UClAMS-57216","PhillippsHoldaway.2012MidHol","D"
2766,"UClAMS-57217","HoldawayWendrich.2017DesFay","D"
2767,"UClAMS-57217","PhillippsHoldaway.2012MidHol","D"
2770,"UClAMS-57218","HoldawayWendrich.2017DesFay","D"
2771,"UClAMS-57218","PhillippsHoldaway.2012MidHol","D"
2774,"UClAMS-57219","HoldawayWendrich.2017DesFay","D"
2775,"UClAMS-57219","PhillippsHoldaway.2012MidHol","D"
2778,"UClAMS-57220","HoldawayWendrich.2017DesFay","D"
2779,"UClAMS-57220","PhillippsHoldaway.2012MidHol","D"
2782,"UClAMS-57221","HoldawayWendrich.2017DesFay","D"
2783,"UClAMS-57221","PhillippsHoldaway.2012MidHol","D"
2786,"UClAMS-57188","HoldawayWendrich.2017DesFay","D"
2787,"UClAMS-57188","PhillippsHoldaway.2012MidHol","D"
2790,"UClAMS-57222","HoldawayWendrich.2017DesFay","D"
2791,"UClAMS-57222","PhillippsHoldaway.2012MidHol","D"
2794,"UClAMS-57223","HoldawayWendrich.2017DesFay","D"
2795,"UClAMS-57223","PhillippsHoldaway.2012MidHol","D"
2798,"UClAMS-122024","HoldawayWendrich.2017DesFay","D"
2801,"UClAMS-122030","HoldawayWendrich.2017DesFay","D"
2804,"UClAMS-122041","HoldawayWendrich.2017DesFay","D"
2807,"UClAMS-122031","HoldawayWendrich.2017DesFay","D"
2810,"UClAMS-122042","HoldawayWendrich.2017DesFay","D"
2813,"UClAMS-122032","HoldawayWendrich.2017DesFay","D"
2816,"UClAMS-122033","HoldawayWendrich.2017DesFay","D"
2819,"UClAMS-122043","HoldawayWendrich.2017DesFay","D"
2822,"UClAMS-122034","HoldawayWendrich.2017DesFay","D"
2825,"UClAMS-122045","HoldawayWendrich.2017DesFay","D"
2828,"UClAMS-122044","HoldawayWendrich.2017DesFay","D"
2831,"UClAMS-121796","HoldawayWendrich.2017DesFay","D"
2834,"UClAMS-121798","HoldawayWendrich.2017DesFay","D"
2837,"UClAMS-121809","HoldawayWendrich.2017DesFay","D"
2840,"UClAMS-121797","WendrichHoldaway.2017KBas","D"
2843,"UClAMS-121799","WendrichHoldaway.2017KBas","D"
2846,"UClAMS-122022","WendrichHoldaway.2017KBas","D"
2849,"UClAMS-122023","WendrichHoldaway.2017KBas","D"
2852,"UClAMS-122025","WendrichHoldaway.2017KBas","D"
2855,"UClAMS-122026","WendrichHoldaway.2017KBas","D"
2858,"UClAMS-122027","WendrichHoldaway.2017KBas","D"
2861,"UClAMS-122028","WendrichHoldaway.2017KBas","D"
2864,"UClAMS-122029","WendrichHoldaway.2017KBas","D"
2867,"GrN-30130","WendrichHoldaway.2017KBas","D"
2870,"GrA-31247","WendrichHoldaway.2017KBas","D"
2873,"GrA-31248","WendrichHoldaway.2017KBas","D"
2876,"C-457","CalPal","D"
2877,"C-457","WendrichHoldaway.2017KBas","D"
2878,"C-457","Hassan.1985NeoPredyn","D"
2879,"C-457","Willett.1971SurvRec","D"
2880,"C-457","Derricourt.1971RadChronENA","D"
2881,"C-457","Libby.1955RadDa","D"
2884,"C-550/551","WendrichHoldaway.2017KBas","D"
2885,"C-550/551","Hassan.1985NeoPredyn","D"
2886,"C-550/551","Willett.1971SurvRec","D"
2887,"C-550/551","Derricourt.1971RadChronENA","D"
2888,"C-550/551","Libby.1955RadDa","D"
2891,"BM-530","CalPal","D"
2892,"BM-530","EgyRadDat","D"
2893,"BM-530","PetitMaire.1993URL","D"
2894,"BM-530","Hassan.1985NeoPredyn","D"
2895,"BM-530","Flight.1973SurvRec","D"
2896,"BM-530","BarkerBurleigh.1971BMVII","D"
2899,"KN-3222","CalPal","D"
2900,"KN-3222","PetitMaire.1993URL","D"
2901,"KN-3222","PhillippsHoldaway.2012MidHol","D"
2902,"KN-3222","KuperKropelin.2006ClimCont","D"
2903,"KN-3222","Cziesla.1993Sitra","D"
2904,"KN-3222","Cziesla.1989SitraWest","D"
2907,"KN-3223","CalPal","D"
2908,"KN-3223","PetitMaire.1993URL","D"
2909,"KN-3223","PhillippsHoldaway.2012MidHol","D"
2910,"KN-3223","KuperKropelin.2006ClimCont","D"
2911,"KN-3223","Cziesla.1993Sitra","D"
2912,"KN-3223","Cziesla.1989SitraWest","D"
2915,"KN-3555","CalPal","D"
2916,"KN-3555","PhillippsHoldaway.2012MidHol","D"
2917,"KN-3555","KuperKropelin.2006ClimCont","D"
2918,"KN-3555","Cziesla.1993Sitra","D"
2921,"KN-3589","CalPal","D"
2922,"KN-3589","EgyRadDat","D"
2923,"KN-3589","PhillippsHoldaway.2012MidHol","D"
2924,"KN-3589","KuperKropelin.2006ClimCont","D"
2925,"KN-3589","Cziesla.1993Sitra","D"
2928,"KN-3727","CalPal","D"
2929,"KN-3727","PhillippsHoldaway.2012MidHol","D"
2930,"KN-3727","KuperKropelin.2006ClimCont","D"
2931,"KN-3727","Cziesla.1993Sitra","D"
2934,"KN-3754","CalPal","D"
2935,"KN-3754","PetitMaire.1993URL","D"
2936,"KN-3754","PhillippsHoldaway.2012MidHol","D"
2937,"KN-3754","KuperKropelin.2006ClimCont","D"
2938,"KN-3754","Cziesla.1993Sitra","D"
2939,"KN-3754","FreundlichKuper.1989Ostrich","D"
2942,"KN-3755","CalPal","D"
2943,"KN-3755","FreundlichKuper.1989Ostrich","D"
2946,"KN-3756","CalPal","D"
2947,"KN-3756","PhillippsHoldaway.2012MidHol","D"
2948,"KN-3756","KuperKropelin.2006ClimCont","D"
2949,"KN-3756","Cziesla.1993Sitra","D"
2952,"KN-3785","CalPal","D"
2953,"KN-3785","PhillippsHoldaway.2012MidHol","D"
2954,"KN-3785","KuperKropelin.2006ClimCont","D"
2955,"KN-3785","Cziesla.1993Sitra","D"
2958,"KN-3799","CalPal","D"
2959,"KN-3799","PhillippsHoldaway.2012MidHol","D"
2960,"KN-3799","KuperKropelin.2006ClimCont","D"
2961,"KN-3799","Cziesla.1993Sitra","D"
2964,"KN-3857","CalPal","D"
2965,"KN-3857","PhillippsHoldaway.2012MidHol","D"
2966,"KN-3857","KuperKropelin.2006ClimCont","D"
2967,"KN-3857","Cziesla.1993Sitra","D"
2970,"KN-4258","CalPal","D"
2971,"KN-4258","PhillippsHoldaway.2012MidHol","D"
2972,"KN-4258","KuperKropelin.2006ClimCont","D"
2975,"KN-4334","KuperKropelin.2006ClimCont","D"
2976,"KN-4334","PhillippsHoldaway.2012MidHol","D"
2977,"KN-4334","KuperKropelin.2006ClimCont","D"
2980,"KN-4328","KuperKropelin.2006ClimCont","D"
2981,"KN-4328","PhillippsHoldaway.2012MidHol","D"
2982,"KN-4328","KuperKropelin.2006ClimCont","D"
2985,"KN-4280","KuperKropelin.2006ClimCont","D"
2986,"KN-4280","PhillippsHoldaway.2012MidHol","D"
2987,"KN-4280","KuperKropelin.2006ClimCont","D"
2990,"KN-4335","KuperKropelin.2006ClimCont","D"
2991,"KN-4335","PhillippsHoldaway.2012MidHol","D"
2992,"KN-4335","KuperKropelin.2006ClimCont","D"
2995,"SMU-241","CalPal","D"
2996,"SMU-241","PetitMaire.1993URL","D"
2997,"SMU-241","Close.1980CurResRecI","D"
2998,"SMU-241","Hassan.1978Siwa","D"
3001,"SMU-281","CalPal","D"
3002,"SMU-281","PetitMaire.1993URL","D"
3003,"SMU-281","Close.1980CurResRecI","D"
3004,"SMU-281","Hassan.1978Siwa","D"
3007,"SMU-298","CalPal","D"
3008,"SMU-298","Close.1980CurResRecI","D"
3009,"SMU-298","Hassan.1978Siwa","D"
3012,"SMU-300","CalPal","D"
3013,"SMU-300","Close.1980CurResRecI","D"
3016,"WSU-1674","CalPal","D"
3017,"WSU-1674","PetitMaire.1993URL","D"
3018,"WSU-1674","Close.1980CurResRecI","D"
3019,"WSU-1674","Hassan.1978Siwa","D"
3022,"WSU-1691","CalPal","D"
3023,"WSU-1691","Close.1980CurResRecI","D"
3026,"WSU-1692","CalPal","D"
3027,"WSU-1692","EgyRadDat","D"
3028,"WSU-1692","Close.1980CurResRecI","D"
3031,"WSU-1693","CalPal","D"
3032,"WSU-1693","PetitMaire.1993URL","D"
3033,"WSU-1693","Close.1980CurResRecI","D"
3036,"WSU-1694","CalPal","D"
3037,"WSU-1694","Close.1980CurResRecI","D"
3040,"WSU-1695","CalPal","D"
3041,"WSU-1695","PetitMaire.1993URL","D"
3042,"WSU-1695","Close.1980CurResRecI","D"
3045,"WSU-1696","CalPal","D"
3046,"WSU-1696","EgyRadDat","D"
3047,"WSU-1696","Close.1980CurResRecI","D"
3050,"WSU-1697","CalPal","D"
3051,"WSU-1697","Close.1980CurResRecI","D"
3054,"NoLabID-03","CalPal","D"
3055,"NoLabID-03","EgyRadDat","D"
3056,"NoLabID-03","RowlandBertini.2016Neolithic","Z"
3057,"NoLabID-03","Eiwanger.1992Merimde3","D"
3058,"NoLabID-03","Eiwanger.1988MerBeni2","D"
3061,"KN-3275","CalPal","D"
3062,"KN-3275","EgyRadDat","D"
3063,"KN-3275","PetitMaire.1993URL","D"
3064,"KN-3275","RowlandBertini.2016Neolithic","Z"
3065,"KN-3275","PhillippsHoldaway.2012MidHol","D"
3066,"KN-3275","Close.1988CurResRecIII","D"
3067,"KN-3275","Hassan.1985NeoPredyn","D"
3070,"KN-3276","CalPal","D"
3071,"KN-3276","EgyRadDat","D"
3072,"KN-3276","PetitMaire.1993URL","D"
3073,"KN-3276","RowlandBertini.2016Neolithic","Z"
3074,"KN-3276","PhillippsHoldaway.2012MidHol","D"
3075,"KN-3276","Close.1988CurResRecIII","D"
3076,"KN-3276","Hassan.1985NeoPredyn","D"
3079,"KN-3277","CalPal","D"
3080,"KN-3277","EgyRadDat","D"
3081,"KN-3277","PetitMaire.1993URL","D"
3082,"KN-3277","RowlandBertini.2016Neolithic","Z"
3083,"KN-3277","PhillippsHoldaway.2012MidHol","D"
3084,"KN-3277","Close.1988CurResRecIII","D"
3085,"KN-3277","Hassan.1985NeoPredyn","D"
3088,"KN-3278","CalPal","D"
3089,"KN-3278","EgyRadDat","D"
3090,"KN-3278","PetitMaire.1993URL","D"
3091,"KN-3278","RowlandBertini.2016Neolithic","Z"
3092,"KN-3278","PhillippsHoldaway.2012MidHol","D"
3093,"KN-3278","Close.1988CurResRecIII","D"
3094,"KN-3278","Hassan.1985NeoPredyn","D"
3097,"KN-3279","CalPal","D"
3098,"KN-3279","EgyRadDat","D"
3099,"KN-3279","PetitMaire.1993URL","D"
3100,"KN-3279","RowlandBertini.2016Neolithic","Z"
3101,"KN-3279","PhillippsHoldaway.2012MidHol","D"
3102,"KN-3279","Close.1988CurResRecIII","D"
3103,"KN-3279","Hassan.1985NeoPredyn","D"
3106,"U-10","EgyRadDat","D"
3107,"U-10","RowlandBertini.2016Neolithic","Z"
3108,"U-10","Flight.1973SurvRec","D"
3109,"U-10","Derricourt.1971RadChronENA","D"
3110,"U-10","DeeveyFlint.1967RadMeasCI","D"
3111,"U-10","Olsson.1959UppsalaI","D"
3114,"U-10A","CalPal","D"
3115,"U-10A","EgyRadDat","D"
3116,"U-10A","RowlandBertini.2016Neolithic","Z"
3117,"U-10A","PhillippsHoldaway.2012MidHol","D"
3118,"U-10A","HawassHassan.1988Merimda","D"
3119,"U-10A","Hassan.1985NeoPredyn","D"
3120,"U-10A","Olsson.1959UppsalaI","D"
3123,"U-10B","CalPal","D"
3124,"U-10B","EgyRadDat","D"
3125,"U-10B","RowlandBertini.2016Neolithic","Z"
3126,"U-10B","PhillippsHoldaway.2012MidHol","D"
3127,"U-10B","HawassHassan.1988Merimda","D"
3128,"U-10B","Hassan.1985NeoPredyn","D"
3129,"U-10B","Olsson.1959UppsalaI","D"
3132,"U-31","CalPal","D"
3133,"U-31","EgyRadDat","D"
3134,"U-31","RowlandBertini.2016Neolithic","Z"
3135,"U-31","PhillippsHoldaway.2012MidHol","D"
3136,"U-31","HawassHassan.1988Merimda","D"
3137,"U-31","Hassan.1985NeoPredyn","D"
3138,"U-31","Derricourt.1971RadChronENA","D"
3139,"U-31","DeeveyFlint.1967RadMeasCI","D"
3140,"U-31","Olsson.1959UppsalaI","D"
3143,"U-32","CalPal","D"
3144,"U-32","EgyRadDat","D"
3145,"U-32","RowlandBertini.2016Neolithic","Z"
3146,"U-32","PhillippsHoldaway.2012MidHol","D"
3147,"U-32","HawassHassan.1988Merimda","D"
3148,"U-32","Hassan.1985NeoPredyn","D"
3149,"U-32","Derricourt.1971RadChronENA","D"
3150,"U-32","DeeveyFlint.1967RadMeasCI","D"
3151,"U-32","Olsson.1959UppsalaI","D"
3154,"U-6","CalPal","D"
3155,"U-6","EgyRadDat","D"
3156,"U-6","RowlandBertini.2016Neolithic","Z"
3157,"U-6","PhillippsHoldaway.2012MidHol","D"
3158,"U-6","HawassHassan.1988Merimda","D"
3159,"U-6","Derricourt.1971RadChronENA","D"
3160,"U-6","DeeveyFlint.1967RadMeasCI","D"
3161,"U-6","Olsson.1959UppsalaI","D"
3164,"U-7","CalPal","D"
3165,"U-7","EgyRadDat","D"
3166,"U-7","RowlandBertini.2016Neolithic","Z"
3167,"U-7","PhillippsHoldaway.2012MidHol","D"
3168,"U-7","HawassHassan.1988Merimda","D"
